"year","month","credate","Ward","Police.District","Community.Area","Latitude","Longitude"
2015,9,2015-09-05,45,17,16,41.9532650043773,-87.733814165304
2015,9,2015-09-06,19,22,75,41.6853766922018,-87.6808093819702
2015,9,2015-09-06,24,10,29,41.8603476511652,-87.7039366832301
2015,9,2015-09-06,24,11,26,41.8698963094314,-87.7369938924409
2015,9,2015-09-07,17,8,66,41.7747769196457,-87.6955725522765
2015,9,2015-09-03,13,8,56,41.790591050433,-87.7724181992943
2015,9,2015-09-03,10,4,51,41.6610078085541,-87.5860817366307
2015,9,2015-09-03,41,16,10,41.9863181022562,-87.805079422929
2015,9,2015-09-03,41,16,10,41.9974476763669,-87.7900211002032
2015,9,2015-09-03,38,16,17,41.9507857380523,-87.7977839180224
2015,9,2015-09-03,45,16,12,41.9690432419772,-87.7479021400498
2015,9,2015-09-03,14,8,58,41.8082104190111,-87.7125349378795
2015,9,2015-09-03,35,17,16,41.9577034100248,-87.7168542322287
2015,9,2015-09-03,35,17,16,41.9578728946811,-87.7168599658721
2015,9,2015-09-04,38,16,17,41.9545513061487,-87.7908459951932
2015,9,2015-09-04,36,16,17,41.9449122721725,-87.7815344665457
2015,9,2015-09-04,33,17,14,41.9643410819915,-87.7130919479827
2015,9,2015-09-04,45,17,16,41.9518629953155,-87.7350026198094
2015,9,2015-09-04,45,17,16,41.9517803866084,-87.7235090870739
2015,9,2015-09-02,27,11,23,41.8941872609338,-87.7091032709735
2015,9,2015-09-02,29,15,25,41.8778058791605,-87.7688942979811
2015,9,2015-09-02,29,15,25,41.8775043670062,-87.774237508084
2015,9,2015-09-02,29,15,25,41.8775863869898,-87.7688884666772
2015,9,2015-09-02,27,12,23,41.8950876093689,-87.703935881155
2015,9,2015-09-02,14,8,56,41.7999742357465,-87.7614401647583
2015,9,2015-09-01,15,7,67,41.7762621704247,-87.6727679004216
2015,9,2015-09-01,14,8,56,41.7984491182286,-87.740317196877
2015,9,2015-09-24,29,25,18,41.9313268454067,-87.8011433894207
2015,9,2015-09-24,4,2,39,41.8149239005354,-87.6004428727168
2015,9,2015-09-24,12,9,58,41.8211354466383,-87.6948067787686
2015,9,2015-09-24,49,24,1,42.0215717300426,-87.6720409672647
2015,9,2015-09-24,7,4,48,41.7294434828172,-87.555146760478
2015,9,2015-09-24,34,22,73,41.7137370535581,-87.6416536541017
2015,9,2015-09-24,36,25,18,41.9331043890229,-87.7978414453955
2015,9,2015-09-24,15,9,58,41.8134947050469,-87.6856955996341
2015,9,2015-09-24,30,16,15,41.9470144453443,-87.7578365454786
2015,9,2015-09-24,38,16,17,41.947333913467,-87.832700210041
2015,9,2015-09-24,32,14,22,41.9284038241535,-87.6918117379112
2015,9,2015-09-24,38,16,17,41.945933927105,-87.8083854539784
2015,9,2015-09-23,50,24,2,41.9956820944797,-87.6980423555951
2015,9,2015-09-23,50,24,2,41.9956820944797,-87.6980423555951
2015,9,2015-09-23,48,20,77,41.9798963249373,-87.6577870620931
2015,9,2015-09-23,40,24,2,41.9916716026573,-87.6919889399591
2015,9,2015-09-23,21,22,73,41.7315918686314,-87.657930439282
2015,9,2015-09-23,36,25,18,41.9331043890229,-87.7978414453955
2015,9,2015-09-23,26,25,23,41.9094032285252,-87.7251403063798
2015,9,2015-09-23,30,17,16,41.9418616118677,-87.7309883684033
2015,9,2015-09-23,15,9,58,41.8134947050469,-87.6856955996341
2015,9,2015-09-23,45,16,15,41.9616939955625,-87.7498600418961
2015,9,2015-09-23,6,7,68,41.7603252942884,-87.6453535628655
2015,9,2015-09-23,4,2,39,41.8057592761267,-87.5950053624016
2015,9,2015-09-23,32,14,22,41.9295735784207,-87.7047609227735
2015,9,2015-09-23,47,19,5,41.9589422898697,-87.6819497564818
2015,9,2015-09-23,47,19,5,41.9589422898697,-87.6819497564818
2015,9,2015-09-22,32,14,22,41.9160488407864,-87.6814532459944
2015,9,2015-09-22,32,19,6,41.9387651256021,-87.6626712257564
2015,9,2015-09-22,30,17,21,41.9431543693117,-87.7237834763711
2015,9,2015-09-22,26,25,22,41.9173368955315,-87.721449987074
2015,9,2015-09-22,39,17,14,41.9679841735271,-87.7355752912348
2015,9,2015-09-22,13,8,65,41.781782824662,-87.7303239266806
2015,9,2015-09-22,28,12,28,41.8732846000045,-87.6606900750128
2015,9,2015-09-20,8,4,43,41.753325906672,-87.5751153806805
2015,9,2015-09-20,28,11,28,41.8683129551835,-87.6868121084687
2015,9,2015-09-21,28,11,26,41.8841646668652,-87.7234043804692
2015,9,2015-09-21,27,18,8,41.9077480581036,-87.6362771968709
2015,9,2015-09-18,8,4,43,41.755189577662,-87.5712389272739
2015,9,2015-09-18,12,9,59,41.8323749587979,-87.6713903456279
2015,9,2015-09-18,12,9,59,41.832168655679,-87.6734886494804
2015,9,2015-09-18,28,12,28,41.8776628787392,-87.6581190511308
2015,9,2015-09-17,27,12,28,41.8827992644808,-87.669491311256
2015,9,2015-09-17,7,4,48,41.7315914481102,-87.5684316543736
2015,9,2015-09-17,27,18,8,41.9097332857652,-87.6364726844114
2015,9,2015-09-17,7,4,48,41.7273856061573,-87.5568659507221
2015,9,2015-09-16,7,4,46,41.746287099526,-87.5587152593641
2015,9,2015-09-16,7,4,43,41.7529170346732,-87.5600838477632
2015,9,2015-09-16,24,11,29,41.867222852022,-87.7224061064283
2015,9,2015-09-16,7,4,51,41.7109947839899,-87.5608018163996
2015,9,2015-09-16,7,4,46,41.7363046380477,-87.5637722238866
2015,9,2015-09-15,7,4,46,41.7432682402573,-87.5598793623775
2015,9,2015-09-15,48,20,77,41.9831081601786,-87.662683640721
2015,9,2015-09-15,27,12,27,41.8818470858404,-87.6999239485085
2015,9,2015-09-15,16,7,68,41.7808231115788,-87.641332843666
2015,9,2015-09-15,16,8,63,41.7898844477925,-87.6969257150167
2015,9,2015-09-15,26,14,23,41.911959583628,-87.7138539011952
2015,9,2015-09-13,47,19,5,41.9577682427413,-87.6903857000878
2015,9,2015-09-14,12,9,59,41.8234440066797,-87.6859370050113
2015,9,2015-09-14,31,16,15,41.9431503995905,-87.7571060799577
2015,9,2015-09-14,31,25,19,41.9377551094484,-87.7507944411777
2015,9,2015-09-14,28,11,27,41.8702579003049,-87.696658935356
2015,9,2015-09-11,28,11,27,41.8711692283328,-87.6966031537634
2015,9,2015-09-11,15,7,67,41.7931956930718,-87.6780779969703
2015,9,2015-09-11,18,8,66,41.7637712950505,-87.69286064969
2015,9,2015-09-11,28,12,28,41.874073204146,-87.6814695371729
2015,9,2015-09-12,12,9,59,41.8283815875878,-87.6851220428476
2015,9,2015-09-12,12,9,59,41.8315167497644,-87.6693486828417
2015,9,2015-09-10,17,6,71,41.7565163104474,-87.6491916792049
2015,9,2015-09-10,18,8,66,41.7633347659783,-87.6952959604918
2015,9,2015-09-10,18,8,70,41.73494178211,-87.7229630431492
2015,9,2015-09-09,15,9,61,41.8111046335754,-87.6627513471296
2015,9,2015-09-09,18,8,70,41.7466236238168,-87.7255219945997
2015,9,2015-09-09,15,9,63,41.8011158561393,-87.6819319980612
2015,9,2015-09-09,18,6,71,41.75253800303,-87.6733470278661
2015,9,2015-09-09,28,12,28,41.8745749404238,-87.6815100688199
2015,9,2015-09-09,7,3,43,41.7661952023097,-87.5629081820424
2015,9,2015-09-09,15,8,63,41.7920459890915,-87.6902376655679
2015,9,2015-09-09,27,12,28,41.8866659149963,-87.6765149724717
2015,9,2015-09-07,28,11,27,41.8862665597478,-87.7093814976981
2015,9,2015-09-07,36,25,19,41.9225595223137,-87.743370525941
2015,9,2015-09-07,36,16,17,41.940051921368,-87.7856317766996
2015,9,2015-09-07,24,11,29,41.8671467654294,-87.7145687688482
2015,9,2015-09-07,28,11,26,41.8841884386313,-87.7215430922017
2015,9,2015-09-08,28,11,27,41.8828825598877,-87.7081503789826
2015,9,2015-09-04,36,25,19,41.9224132472316,-87.7543296171519
2015,9,2015-09-04,33,17,14,41.9647758181683,-87.7129469446102
2015,9,2015-09-05,45,16,11,41.972853737146,-87.7817227826019
2015,9,2015-09-05,41,16,10,41.9772244408764,-87.8045143174491
2015,9,2015-09-06,38,16,17,41.9524291529409,-87.8049741254013
2015,9,2015-09-06,35,17,16,41.9593395383772,-87.7195812583395
2015,9,2015-09-06,41,16,10,41.9852417803554,-87.822836480859
2015,9,2015-09-06,39,17,14,41.9701418505204,-87.7439777263816
2015,9,2015-09-06,35,14,22,41.9236290546804,-87.7131363760199
2015,9,2015-09-06,7,4,46,41.7445598235962,-87.5506793491228
2015,9,2015-09-06,35,17,16,41.9568505264099,-87.7205019056349
2015,9,2015-09-02,28,12,28,41.8788060431557,-87.6655080523193
2015,9,2015-09-25,42,1,32,41.8818350630672,-87.6276179243113
2015,9,2015-09-25,42,1,32,41.8818350630672,-87.6276179243113
2015,9,2015-09-25,42,1,32,41.8818350630672,-87.6276179243113
2015,9,2015-09-24,39,17,16,41.961719253346,-87.7329045605531
2015,9,2015-09-24,23,8,66,41.7808009974148,-87.7101999428882
2015,9,2015-09-24,25,9,31,41.8375788223862,-87.6707621804344
2015,9,2015-09-24,49,24,1,42.0215717300426,-87.6720409672647
2015,9,2015-09-24,48,20,3,41.9753636006892,-87.6568524977855
2015,9,2015-09-24,25,12,31,41.8554244615621,-87.6809865845205
2015,9,2015-09-24,48,20,77,41.9872043894715,-87.6577412728054
2015,9,2015-09-24,49,24,1,42.0033795880553,-87.6646234246724
2015,9,2015-09-24,11,9,60,41.826750519507,-87.6400629991491
2015,9,2015-09-23,11,9,60,41.8383539315495,-87.6562214778019
2015,9,2015-09-23,10,4,55,41.6592994614566,-87.5551510654758
2015,9,2015-09-22,7,3,43,41.7653533406781,-87.5804340055834
2015,9,2015-09-22,13,8,64,41.7752843119125,-87.7695246831477
2015,9,2015-09-21,10,4,46,41.729374361921,-87.5499973097233
2015,9,2015-09-21,10,4,55,41.6601843460502,-87.5545617311761
2015,9,2015-09-21,11,9,60,41.8434661722487,-87.64104800888
2015,9,2015-09-21,13,8,65,41.7768295262347,-87.7289640394799
2015,9,2015-09-21,13,8,65,41.7835406121307,-87.7313067631209
2015,9,2015-09-18,10,4,52,41.717904815868,-87.5328394430403
2015,9,2015-09-18,10,4,55,41.6571624628308,-87.538824588461
2015,9,2015-09-18,29,15,25,41.8964468637207,-87.7733946810175
2015,9,2015-09-19,23,8,62,41.7930249983771,-87.7181093902843
2015,9,2015-09-19,23,8,64,41.7851669084363,-87.7679620726901
2015,9,2015-09-16,6,6,44,41.7456108790581,-87.6230920192517
2015,9,2015-09-16,23,8,56,41.791738019948,-87.7840838620013
2015,9,2015-09-16,10,4,55,41.6537889562523,-87.5460601661135
2015,9,2015-09-16,28,11,26,41.8759229622848,-87.7371859199577
2015,9,2015-09-16,13,8,64,41.7796814212624,-87.7677503090463
2015,9,2015-09-16,1,14,24,41.9043891050464,-87.6795889228912
2015,9,2015-09-16,1,14,24,41.9044552989625,-87.6795909288
2015,9,2015-09-16,16,8,63,41.7900401542142,-87.6889636101419
2015,9,2015-09-16,13,8,64,41.7778691117801,-87.7460662053331
2015,9,2015-09-14,13,8,64,41.7826706895762,-87.7898539524735
2015,9,2015-09-14,1,12,24,41.8925798021734,-87.6644211660198
2015,9,2015-09-14,10,4,46,41.7425856022969,-87.5419509106495
2015,9,2015-09-14,30,25,19,41.9353024953225,-87.7747455332826
2015,9,2015-09-15,12,10,30,41.8541881780262,-87.6944319206253
2015,9,2015-09-15,12,9,58,41.8207479273745,-87.6920954564786
2015,9,2015-09-15,1,14,24,41.9062585769265,-87.6860423759936
2015,9,2015-09-15,30,25,19,41.9312561515897,-87.7754392596897
2015,9,2015-09-15,32,14,24,41.9119392566986,-87.666723624109
2015,9,2015-09-15,13,8,64,41.7823709399366,-87.7742545039265
2015,9,2015-09-15,13,8,65,41.781782824662,-87.7303239266806
2015,9,2015-09-15,28,11,27,41.8747870691307,-87.6950885513743
2015,9,2015-09-12,21,22,73,41.7270519454511,-87.6431234372104
2015,9,2015-09-12,21,22,73,41.7271018762985,-87.6422988863232
2015,9,2015-09-12,18,8,66,41.7620629985616,-87.6891436738219
2015,9,2015-09-12,10,4,51,41.7216511221362,-87.5609706265265
2015,9,2015-09-13,21,22,73,41.7192942925168,-87.6577921893427
2015,9,2015-09-13,10,4,52,41.6935732506164,-87.5363434475561
2015,9,2015-09-10,10,4,52,41.714081191174,-87.5330058359698
2015,9,2015-09-10,23,8,56,41.7916119950534,-87.7941460627372
2015,9,2015-09-07,35,25,20,41.9144907466039,-87.7312086346248
2015,9,2015-09-07,33,17,16,41.9477630909975,-87.7031022540419
2015,9,2015-09-07,33,17,16,41.9487390743265,-87.703131200521
2015,9,2015-09-07,38,16,17,41.9460433213316,-87.8258141055922
2015,9,2015-09-08,38,16,17,41.9461035006313,-87.8083913636109
2015,9,2015-09-08,45,16,11,41.9757623568467,-87.7771103702317
2015,9,2015-09-08,45,16,11,41.9762121955601,-87.7649178532991
2015,9,2015-09-08,41,16,9,42.0167784540751,-87.8088689032917
2015,9,2015-09-08,38,16,17,41.9519078398279,-87.8012484963931
2015,9,2015-09-09,45,16,10,41.9738693562808,-87.795031961478
2015,9,2015-09-09,38,16,15,41.9488073172747,-87.7743268255551
2015,9,2015-09-09,38,16,17,41.952196203068,-87.7783823991538
2015,9,2015-09-09,15,9,58,41.813851809016,-87.6930040213499
2015,9,2015-09-09,36,25,18,41.9342615170616,-87.7917617509309
2015,9,2015-09-07,35,17,14,41.9643714753859,-87.7256234956761
2015,9,2015-09-07,38,16,15,41.9539971599049,-87.7823532477548
2015,9,2015-09-07,10,4,51,41.7074248886716,-87.555156775934
2015,9,2015-09-07,41,16,9,42.0185928158292,-87.8088477722806
2015,9,2015-09-28,47,19,5,41.9589422898697,-87.6819497564818
2015,9,2015-09-28,45,16,11,41.968735782888,-87.7721088592397
2015,9,2015-09-28,43,18,7,41.9170303179085,-87.6498354579249
2015,9,2015-09-28,32,14,22,41.9160488407864,-87.6814532459944
2015,9,2015-09-28,36,25,18,41.9331043890229,-87.7978414453955
2015,9,2015-09-28,20,9,61,41.8034607095474,-87.6634703739924
2015,9,2015-09-28,39,16,10,41.9927088465537,-87.7804973766538
2015,9,2015-09-28,45,16,15,41.9502371070464,-87.7593698307893
2015,9,2015-09-28,16,8,66,41.7770850787979,-87.6861715354947
2015,9,2015-09-28,36,25,19,41.9224923803291,-87.749724928341
2015,9,2015-09-28,8,4,48,41.7359522892967,-87.5931252633973
2015,9,2015-09-26,5,3,43,41.7697974202468,-87.5680947578805
2015,9,2015-09-27,39,16,10,41.9927088465537,-87.7804973766538
2015,9,2015-09-27,32,14,22,41.9160488407864,-87.6814532459944
2015,9,2015-09-27,41,16,10,41.992645594675,-87.8126646567356
2015,9,2015-09-27,29,25,18,41.9299711434378,-87.8029355862199
2015,9,2015-09-27,12,9,61,41.8159478049573,-87.6662167013355
2015,9,2015-09-27,6,7,68,41.7741455180744,-87.6471313549947
2015,9,2015-09-26,45,16,15,41.9504256902957,-87.7592488889933
2015,9,2015-09-26,32,14,22,41.9160488407864,-87.6814532459944
2015,9,2015-09-26,31,25,21,41.935505513821,-87.7306922322018
2015,9,2015-09-26,12,9,58,41.8230012761862,-87.6996562547973
2015,9,2015-09-26,31,25,19,41.9344485966567,-87.7588266553451
2015,9,2015-09-26,38,16,17,41.9428538647025,-87.8291259990742
2015,9,2015-09-25,22,10,30,41.8387442921802,-87.7166793015433
2015,9,2015-09-25,3,2,38,41.8151308094598,-87.6138977453593
2015,9,2015-09-25,15,9,58,41.8134947050469,-87.6856955996341
2015,9,2015-09-25,39,17,14,41.9662419119273,-87.7340310168001
2015,9,2015-09-25,32,14,22,41.9160488407864,-87.6814532459944
2015,9,2015-09-25,31,25,21,41.935505513821,-87.7306922322018
2015,9,2015-09-25,36,25,18,41.9331043890229,-87.7978414453955
2015,9,2015-09-25,35,17,16,41.960225672791,-87.7239895398218
2015,9,2015-09-25,36,25,19,41.9183799593905,-87.7820744836021
2015,9,2015-09-25,36,16,17,41.944714650267,-87.779547590591
2015,9,2015-09-25,3,2,35,41.8257357542063,-87.6191731691239
2015,9,2015-09-25,3,2,35,41.8257357542063,-87.6191731691239
2015,9,2015-09-25,13,8,65,41.784149592509,-87.7303060217803
2015,9,2015-09-25,41,16,76,41.9710495400498,-87.8393750796701
2015,9,2015-09-25,35,25,20,41.9159038300401,-87.7339901909906
2015,9,2015-09-25,48,20,77,41.9872043894715,-87.6577412728054
2015,9,2015-09-25,2,19,7,41.9271472680556,-87.6630519905436
2015,9,2015-09-25,2,18,7,41.920323415268,-87.6593655298431
2015,9,2015-09-24,30,25,19,41.9303169936003,-87.7794375749164
2015,9,2015-09-24,16,8,63,41.7874481922407,-87.6873791499866
2015,9,2015-09-24,16,8,63,41.7874481922407,-87.6873791499866
2015,9,2015-09-24,39,17,14,41.9662419119273,-87.7340310168001
2015,9,2015-09-24,6,3,69,41.7644545596071,-87.6105417150172
2015,9,2015-09-24,16,8,63,41.7874481922407,-87.6873791499866
2015,9,2015-09-23,6,7,69,41.7586935744449,-87.6297686780255
2015,9,2015-09-22,46,19,3,41.9661684689062,-87.6568543309739
2015,9,2015-09-22,11,9,60,41.8254391938703,-87.6422597888471
2015,9,2015-09-21,29,16,17,41.9402299558806,-87.8090981362939
2015,9,2015-09-21,6,6,44,41.7498750569371,-87.6126145114048
2015,9,2015-09-21,6,3,69,41.7628995166755,-87.6080893240442
2015,9,2015-09-19,40,24,2,41.9930386885308,-87.6956838929732
2015,9,2015-09-19,6,6,69,41.7527104294467,-87.6228880485016
2015,9,2015-09-19,6,3,69,41.7607543189711,-87.6101638592234
2015,9,2015-09-18,6,6,69,41.7557640097627,-87.6115496669963
2015,9,2015-09-18,18,8,70,41.7434772822188,-87.7240963974798
2015,9,2015-09-18,48,24,77,41.9955553398786,-87.6674812999663
2015,9,2015-09-18,47,19,5,41.9531438235871,-87.676391672489
2015,9,2015-09-17,16,8,66,41.7840586455756,-87.6887988108791
2015,9,2015-09-17,31,25,22,41.9250279305789,-87.7220419907023
2015,9,2015-09-17,6,3,69,41.7639190985591,-87.6081095657243
2015,9,2015-09-17,32,14,22,41.9270094461731,-87.7092100095366
2015,9,2015-09-17,6,7,68,41.7603252942884,-87.6453535628655
2015,9,2015-09-17,39,17,13,41.9739090057031,-87.7182602373147
2015,9,2015-09-17,26,25,23,41.9120850248415,-87.7299182377244
2015,9,2015-09-17,6,7,68,41.7748747752148,-87.6496649241773
2015,9,2015-09-17,32,19,5,41.9348528876173,-87.6856669683649
2015,9,2015-09-17,26,25,22,41.9176767120353,-87.7218269239637
2015,9,2015-09-15,18,8,70,41.7431469156682,-87.6923035562796
2015,9,2015-09-16,17,8,66,41.7716170135276,-87.6992218143429
2015,9,2015-09-16,18,8,66,41.762905296163,-87.6880277277433
2015,9,2015-09-16,17,6,71,41.7511883329593,-87.6718001697786
2015,9,2015-09-16,17,8,66,41.771734786347,-87.7061096432762
2015,9,2015-09-16,17,8,66,41.7770681446034,-87.700976906686
2015,9,2015-09-16,19,22,75,41.6909277925439,-87.6738911748756
2015,9,2015-09-16,16,8,66,41.7844364405829,-87.6970516813701
2015,9,2015-09-16,48,20,3,41.9742254945525,-87.6525194310873
2015,9,2015-09-15,14,9,63,41.799503343954,-87.7023598741156
2015,9,2015-09-15,21,6,71,41.7370291760804,-87.6377332987651
2015,9,2015-09-15,18,8,66,41.7635656581016,-87.6845824386679
2015,9,2015-09-15,19,22,75,41.6940796568016,-87.68101919565
2015,9,2015-09-15,14,8,58,41.8139098836991,-87.7103833481159
2015,9,2015-09-15,18,8,70,41.7432604243115,-87.692305605665
2015,9,2015-09-11,35,14,21,41.9329415376192,-87.7164697557378
2015,9,2015-09-11,15,9,58,41.8136507799086,-87.6929985125227
2015,9,2015-09-11,40,20,4,41.9730011915768,-87.6957441696637
2015,9,2015-09-11,40,20,4,41.9730006500959,-87.6958199850341
2015,9,2015-09-11,14,8,57,41.8137298871646,-87.7288395407869
2015,9,2015-09-12,18,8,70,41.7527476544819,-87.7177564940104
2015,9,2015-09-12,6,6,44,41.7436699113752,-87.6178046161124
2015,9,2015-09-12,5,3,43,41.7651205359841,-87.5712101374919
2015,9,2015-09-13,11,9,34,41.843571298128,-87.6331661670869
2015,9,2015-09-13,14,8,58,41.8136646058971,-87.7087796306125
2015,9,2015-09-13,48,20,77,41.9764206395455,-87.6606989389815
2015,9,2015-09-14,18,8,66,41.7629643847566,-87.6867221759979
2015,9,2015-09-14,40,20,4,41.9797303317067,-87.6828732145409
2015,9,2015-09-14,19,22,72,41.7227093964449,-87.6781476453811
2015,9,2015-09-14,11,9,60,41.8432268366264,-87.6384261901395
2015,9,2015-09-10,47,19,5,41.9553511207637,-87.6813664382304
2015,9,2015-09-10,21,6,71,41.7432241995238,-87.6420083677616
2015,9,2015-09-10,14,8,56,41.8040942368728,-87.7407617692389
2015,9,2015-09-10,49,24,1,42.0196653507756,-87.6678868533369
2015,9,2015-09-10,5,3,43,41.7730497606912,-87.5837070269662
2015,9,2015-09-10,11,9,60,41.8240333531237,-87.6436520900194
2015,9,2015-09-10,40,20,4,41.9797315256096,-87.6827848593966
2015,9,2015-09-10,11,9,60,41.844253194093,-87.6397751888002
2015,9,2015-09-10,8,6,44,41.7420332936886,-87.6029454385346
2015,9,2015-09-08,36,25,19,41.9218589850873,-87.742444122083
2015,9,2015-09-08,8,4,45,41.7370547754622,-87.5877087977745
2015,9,2015-09-08,35,25,22,41.923583124257,-87.7232239779513
2015,9,2015-09-08,17,6,44,41.7475740827061,-87.6340687439663
2015,9,2015-09-08,6,7,69,41.766591438162,-87.6267229469021
2015,9,2015-09-08,36,25,19,41.9218589850873,-87.742444122083
2015,9,2015-09-08,33,17,14,41.9668013567997,-87.700536826988
2015,9,2015-09-08,50,24,2,42.0013709614307,-87.6960229818053
2015,9,2015-09-08,39,17,13,41.9833619060219,-87.7298128329975
2015,9,2015-09-08,35,14,22,41.9309361106784,-87.7137651504911
2015,9,2015-09-09,49,24,1,42.0104660149921,-87.6650841748737
2015,9,2015-09-09,49,24,1,42.0090318985447,-87.678209683332
2015,9,2015-09-09,49,24,1,42.0104337996171,-87.6672282504982
2015,9,2015-09-09,39,17,12,41.9903103763782,-87.742070599201
2015,9,2015-09-09,39,17,14,41.9699438921274,-87.7288242775562
2015,9,2015-09-09,47,19,5,41.9495117544069,-87.6872697473595
2015,9,2015-09-09,14,8,56,41.7982810126985,-87.7506656427572
2015,9,2015-09-09,38,16,15,41.9568311647327,-87.7782705223091
2015,9,2015-09-09,14,8,56,41.8020499835701,-87.7422112926462
2015,9,2015-09-09,14,8,56,41.8019587573968,-87.7419289728686
2015,9,2015-09-09,14,8,56,41.7959402377429,-87.7683579456466
2015,9,2015-09-09,14,8,57,41.810798811345,-87.7250653719679
2015,9,2015-09-09,38,16,15,41.9572973447984,-87.7731047135991
2015,9,2015-09-09,38,16,15,41.9571840570855,-87.7731008973714
2015,9,2015-09-09,25,10,31,41.8499188356229,-87.6749226663561
2015,9,2015-09-09,39,17,14,41.9627074746036,-87.7320616991571
2015,9,2015-09-03,45,17,16,41.953250329779,-87.7216214334366
2015,9,2015-09-04,31,25,19,41.9329830503332,-87.7492543366808
2015,9,2015-09-04,50,24,2,42.0028328114757,-87.6987078277125
2015,9,2015-09-04,17,8,66,41.7614587972956,-87.7081940403125
2015,9,2015-09-04,47,19,5,41.9524607553207,-87.6772834753336
2015,9,2015-09-05,39,17,12,41.9937773012137,-87.7360218105803
2015,9,2015-09-05,39,17,14,41.9701634003335,-87.7288285199497
2015,9,2015-09-05,1,14,22,41.9156282107234,-87.6900042094932
2015,9,2015-09-05,22,10,30,41.8341140194506,-87.7232087914641
2015,9,2015-09-05,47,19,5,41.9511714553418,-87.6886541833762
2015,9,2015-09-06,12,9,59,41.8258126100352,-87.6665409603137
2015,9,2015-09-07,6,6,44,41.7355827420427,-87.6078709711479
2015,9,2015-09-07,48,24,77,41.9916679105842,-87.6639375279565
2015,9,2015-09-01,44,19,6,41.9356819226887,-87.6450557050792
2015,9,2015-09-01,1,14,24,41.9051974714852,-87.6823487290995
2015,9,2015-09-01,30,25,19,41.9277170614057,-87.767632170727
2015,9,2015-09-01,19,22,75,41.6911427163171,-87.6739282485223
2015,9,2015-09-03,43,19,7,41.926975182012,-87.6403549739107
2015,9,2015-09-03,6,7,67,41.767565896433,-87.6555444472199
2015,9,2015-09-03,12,9,58,41.8269487667047,-87.6896900062668
2015,9,2015-09-01,2,12,24,41.9008126712931,-87.6746006534553
2015,9,2015-09-01,12,9,58,41.8227145195701,-87.7036417989011
2015,9,2015-09-01,40,20,77,41.9781210829221,-87.6689248238937
2015,9,2015-09-01,39,17,14,41.9702405491808,-87.7438561173998
2015,9,2015-09-29,12,9,61,41.8159478049573,-87.6662167013355
2015,9,2015-09-29,35,14,22,41.9309332556606,-87.7139935878758
2015,9,2015-09-29,18,8,70,41.741403993291,-87.7197156975946
2015,9,2015-09-29,4,2,36,41.8225504145496,-87.6010922392894
2015,9,2015-09-29,12,9,61,41.8159478049573,-87.6662167013355
2015,9,2015-09-29,35,14,21,41.9369712368904,-87.7125628062634
2015,9,2015-09-29,11,9,61,41.8105271470755,-87.6381542842637
2015,9,2015-09-29,20,2,40,41.7879895179965,-87.6240615903308
2015,9,2015-09-28,29,15,25,41.8954371710482,-87.7664846250511
2015,9,2015-09-28,29,25,25,41.9094921082674,-87.7818710198408
2015,9,2015-09-28,16,7,67,41.7837565586513,-87.6568903051072
2015,9,2015-09-28,39,17,12,41.9878897425013,-87.7472499886054
2015,9,2015-09-28,12,9,61,41.8159478049573,-87.6662167013355
2015,9,2015-09-28,20,2,40,41.7887255365864,-87.6240812443666
2015,9,2015-09-28,39,17,16,41.961447686976,-87.7358145483602
2015,9,2015-09-28,3,2,35,41.8245837447231,-87.6183750873173
2015,9,2015-09-28,6,7,68,41.7705122938658,-87.6466611536676
2015,9,2015-09-28,20,2,40,41.7887255365864,-87.6240812443666
2015,9,2015-09-28,20,3,42,41.782838813008,-87.6122297706972
2015,9,2015-09-28,20,3,42,41.7827820721382,-87.6122284846536
2015,9,2015-09-27,39,17,13,41.9808417326497,-87.7374268368043
2015,9,2015-09-27,48,20,77,41.9776879001775,-87.6579972255352
2015,9,2015-09-27,37,11,23,41.8944234389756,-87.7225287892473
2015,9,2015-09-27,39,17,13,41.9931348864616,-87.7262525127198
2015,9,2015-09-26,28,11,25,41.8919204890199,-87.7455514714061
2015,9,2015-09-26,39,16,11,41.992507146962,-87.7777063337862
2015,9,2015-09-25,3,2,35,41.8256650773721,-87.6251039445738
2015,9,2015-09-25,39,17,16,41.9623565616926,-87.7323416382883
2015,9,2015-09-25,20,9,61,41.8056135799986,-87.6610954772807
2015,9,2015-09-25,40,24,2,41.9931306818878,-87.6837266124841
2015,9,2015-09-24,37,15,25,41.8927804343747,-87.7458787805572
2015,9,2015-09-24,16,8,66,41.7833400143452,-87.7018956957347
2015,9,2015-09-24,20,9,61,41.8081712201376,-87.6635951701729
2015,9,2015-09-24,3,2,35,41.8257357542063,-87.6191731691239
2015,9,2015-09-24,3,2,35,41.8257306731941,-87.6196715305002
2015,9,2015-09-24,16,8,63,41.7898753784964,-87.6984287285877
2015,9,2015-09-24,50,24,2,42.0057445003179,-87.6942251093677
2015,9,2015-09-23,16,9,61,41.7995865284674,-87.6667665720958
2015,9,2015-09-23,33,14,21,41.9358486937331,-87.6988889341766
2015,9,2015-09-23,20,3,68,41.7839087767392,-87.6291382712464
2015,9,2015-09-23,16,7,67,41.79190418974,-87.6595266434347
2015,9,2015-09-22,23,8,66,41.784409458251,-87.7115912987421
2015,9,2015-09-22,46,19,3,41.9689020961818,-87.6605323104018
2015,9,2015-09-22,37,15,25,41.8956709480451,-87.7554745701734
